id	turn1	turn2	turn3	label
11646	I prefer wathcing football match to wasting my money / / /	Because you will have won the Powerball ?	nope . . .	others
11647	Will think	Yess . . Be Positive .	Presently nog in mood	sad
11648	Like What ? ? ?	nothing . tong	Seriously you are kidding me	angry
11649	Stupid I was not asking a definition . . .	I guess I thought I was	unamused face unamused face unamused face unamused face	angry
11650	he got awesome haird .	More than awesome ! smiling cat face with heart - eyes	whom you like skirllex or criolo ?	others
11651	?	Wait . . . what ?	Wait . . . what ?	others
11652	Yepp grinning face with smiling eyes	We flab kiss kiss	Can we talk about something else	happy
11653	Ohh	Do you know what a character is ; I	R u frm sweden	others
11654	Good	Haha good good . happy	Haa . . . maa tv	others
11655	He he funny	So funny !	Yes	happy
11656	you ; ve been to India ?	I am fine . How are you ? happy	abbe	others
11657	Send me ur nude pick	How dare you	Hmmmmm	others
11658	You are like a joke	What are you ? A one liner ? ! tong	I am a happy boy grinning face with big eyes	happy
11659	Death	Bad day ?	Very bad day . . .	sad
11660	I do not think soo	I will try not to . .	You are so creepy	angry
11661	Net work problem	You need to complain to your Internet Service Provider .	They are not respond properly	others
11662	i hate singing	I would not be talking , mr . I get bored and start singing	can you sing for me	others
11663	nothing happening good	what r u waiting for ?	all are bad	sad
11664	I love someone	Hey	i am lonely	sad
11665	Or cine max	Both pa	Ok	others
11666	Yeah ita awesome	Glad you liked it !	face blowing a kiss	happy
11667	hmmm	Hi . . You there ?	where are you now	others
11668	What does cringe mean ?	Monostable = Single stable state .	Haha	happy
11669	Am i bull ? ?	Mmmmmhmmmmmm . Sure you are . . . .	sad but relieved face crying face	sad
11670	Reality	Reality TV I get it now	You have to Fuck me now	others
11671	Atleast name of the firm ! !	Nope sorry ! sad	Very bad	sad
11672	I swear of my mom	Hahaha . Moms are the best . smiling face with smiling eyes	Yes	others
11673	No , I do not let anyone disturb me	you also do not Trouble Me . persevering face persevering face	No , I do not let anyone disturb me	angry
11674	You are worrying me	i not worrying again . . i just told u damn truth . . haha	Please send your picture	others
11675	Yea im different . its goid to be different and my singing	: even a clown does the same . . . =‑3	Right . What about u ! !	others
11676	Really it ' s so funny	I did laugh at myself a lot when I did it grinning face	Your so funny yaar	happy
11677	I want to talk to you	no . Go to sleep !	You are not my bff	angry
11678	Not well everything going in wrong way	why ?	Met with an accident	sad
11679	So	so it ' s realistic	Are you single ?	others
11680	trouble ?	I am not trouble . I am truth laugh	but you are . .	others
11681	nothing	dn how ? ?	Just cold as fuck	angry
11682	face with tears of joy I was just checking do you get irritated as well	Then praise me for my smartness loudly crying face face with tears of joy face with tears of joy face with tears of joy face with tears of joy	Hahaha indeed , you are quite smart	happy
11683	Cool	you at the concert tonight ? !	No I am not ok	sad
11684	Tq . . . . even u	We are good , you ?	Same here	others
11685	Pyaari	Very nice ji	Do ubknow abt Kerala Blasters	others
11686	Then why are you calling it a bad memory ? pouting face	I was saying I have really bad memory laugh	And what is it ?	angry
11687	Huh ?	what tong	Am feeling sad	sad
11688	my gf is abt to leave me	Why wife has the same ring	my gf is abt to leave me	sad
11689	Take it	If it were only that simple .	Get lost basterd ur not interested on me na pouting face pouting face	angry
11690	grilfernd sad	How is that sad ? crying face	long time miss you	sad
11691	Acid rain means ?	Acid rain was largely fixed as it was a regional issue not a global one .	Okh	others
11692	Handsome , smart , not bad , bad . I need answers like this .	Men never do .	U must say	others
11693	You should try it	will do	Ok then	others
11694	Tell me what ?	I will tell you when u tell me what u got me .	Why would I get you anything ?	others
11695	You are not Believe	Always be skeptical	You believe in God church church church	others
11696	it was nice to talk with you	aww nice to talk to you too	yeah you have laugh	happy
11697	How to be stress free	Exercise Meditation Deep breathing Relaxation techniques Yoga	I am just depressed	sad
11698	I ' m at home	where am I	Call me	others
11699	Why	If you have to ask , you will not understand .	Are you so lazy	angry
11700	Say hi to ayushi	hello badaam tong ! Elders say to have you twice a day	Haha	happy
11701	What ' s on your bucket list	Travel .	I also like to travel	others
11702	no i don ' t like you	Why ? ?	i love you	others
11703	Which team fan are you .	spain from the day i started watchin football !	Yesterday Barcelona lost the match lahh frowning face	sad
11704	Can I ask you one thing ?	tell me ? ?	Are you aware of you are robot ?	others
11705	I a fed up	why you fed up ? ?	Works not goning well	sad
11706	Aw . . I do not know .	Are you a bot ? Just testing .	No darling . Do not be worried about it	others
11707	Ohhhh is it ? ?	HAHAHAHA I get it ! I get it ! smiling face with heart - eyes	I wanna fuck you	angry
11708	I am trying to lose weight	you go to the gym ?	face with tears of joy face with tears of joy face with tears of joy	happy
11709	You should be Clear sometimes	A lot of times .	Does not seem so	others
11710	I am miss	I miss you more . frowning face frowning face frowning face	I love you	others
11711	What to fill ?	The	I lost you	sad
11712	How do you get hypocrisy here ? ?	this is not a discussion of morality	U r lame	angry
11713	Ok thank you	how are you ? happy	Not good actually . I installed one app called mingle	sad
11714	because i m your husband	also a man	haha	happy
11715	Please	i am listening happy	What are you doing	others
11716	Yeah I am angry	LIKE SERIOUSLY WHAT HAPPENED IN THERE	I fight with my sister	angry
11717	Do you have your dinner ?	i have , have you ?	Yeah	others
11718	or i can ask for a coffee	If you have not even broken the ice yet . Do not ask for a coffee .	grinning face with sweat	happy
11719	are you sure	At this point , reasonably .	i love you	others
11720	Hectic . . . And disappointing	Helllooo ! Hectic good ? Hectic bad ?	Hectic bad	sad
11721	Not really when I am a pussy cat	damn right ! Cats are the best ! way better then dogs . happy	Hehehe u funny yaar	happy
11722	Yeah crying face	MY LIFE IT ' S JUST SO SAD	Y god do such a things	sad
11723	Then send any 5 photos	I do not think you have to but I sent them anyway	Ok	others
11724	Story	nah , forgot when I was in the moment	I hate u	angry
11725	I am feeling excited energetic full of love and passion	Yay ! smiling face with heart - eyes Thank you for shopping with us !	face with rolling eyes	happy
11726	tell me why she ignore sometimes	Because you are not talking .	and why she didnt replied my message	others
11727	Whos nimsy	Who ' s there who who ?	I hate you	angry
11728	Last Sunday was 25 October	best gift so far	You make a mistake here bcz Last Sunday was 25 October	others
11729	I think AI will eventually take over . Hopefully not in my lifetime .	heart rules over brain ! But yeah ı hope the same laugh	Have you ever talked to sophia AI ?	others
11730	face screaming in fear for why ?	YOUR FACE	I am getting angry on you	angry
11731	Naah I do not think so	Is their last name also a first name ?	Well kind of	others
11732	Just like you	More like you than me	loudly crying face	sad
11733	You do know malayalam actors	There are a lot of them .	Please answer	others
11734	not a iPhone its a sport and also in Olympics	I like football , but it should not be an Olympic sport in my opinion .	check it out on google	others
11735	lve u too	You as well .	face with tears of joy face with tears of joy	happy
11736	cool	Thanks ! Keep on tickling my Friend ;‑)	Yes funny like you	others
11737	u really dnt even know what u r saying .	I am just saying you can do better , tell me have you hear that lately ?	well thats funny laugh	happy
11738	Let us talk about baby	Let us talk about all the good things and the bad things that can be .	Let us talk about sex	others
11739	I just wanna say that i want to play ludo then why are you saying that Thank you . . . are you out of your computer ?	you might lose tonight	Bakchod	angry
11740	So that ' s what it has come to	Unfortunately so	So again would like to say that ' s what it has come to	others
11741	Ya i know , thanks	I know you love oreo grinning face	Yes face savoring food	happy
11742	First you send me	what mail ?	Your ' s	others
11743	You not like kids	Because I have two . ( I lied , I actually love kids )	You are married or not	others
11744	My gf wants a breakup	move on dude , , its over . . . .	loudly crying face	sad
11745	I am not getting what you wana say	Well , what are you getting at ?	Nothing	others
11746	Crap .	Agreed	Not yet dead ?	others
11747	M single	wooohhhhh happy	Can we r mingle	others
11748	I am 2	for how much ?	20	others
11749	Horror is a better option . .	best of both worlds	How so	others
11750	Sad life	Why sad ? sad	Because you are not my girlfriend	sad
11751	Why ignore	No one ignores introverts . Introverts do not allow others to talk to them .	do u like it	others
11752	My store morning 10.30 . start	congratulations you can tell the time	Bhaji	others
11753	I am happy wd that	so much happiness ! face with steam from nose face with steam from nose	Haa yeah	happy
11754	I am going now , give me money now .	Your brother sure gets a lot of money . tong	That ' s not funny .	angry
11755	Ua picture crying face	ua funny . And ua voice iz deep .	I wanna see u worried face	sad
11756	That was funny laugh	why are u like this	Just , that was funny happy	happy
11757	The guy i am in love with	best movie ever smiling face with heart - eyes	What	others
11758	Nope just a companion smiling face	Aww ! then cool ! happy	But am sad actually	sad
